DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P784S1A3
8068487;1;1;1;91.157638576;3
8068490;1;1;1;20.277853385;3
8068499;1;1;1;136.60084387;6
8068501;1;1;1;222.18995018;5
8068501;2;1;2;222.18995018;6
8068501;3;1;3;222.18995018;7
8068505;1;1;1;85.349350755;2
8068506;1;1;1;108.3011261;2
8068507;1;1;1;116.88690387;2
8068507;2;1;2;116.88690387;3
8068507;3;1;3;116.88690387;4
8068511;1;1;1;112.25400903;3
8068511;2;1;2;112.25400903;4
8068511;3;1;3;112.25400903;5
8068513;1;1;1;392.46303395;3
8068522;1;1;1;231.75436727;2
8068539;1;1;1;357.02304459;3
8068539;2;1;2;357.02304459;4
8068545;1;1;1;45.290163366;3
8068558;1;1;1;254.26357189;2
8068569;1;1;1;138.26264787;4
8068569;2;1;2;138.26264787;5
8068570;1;1;1;273.94597624;3
8068570;2;1;2;273.94597624;4
8068570;3;1;3;273.94597624;5
8068587;1;1;1;240.97418238;3
8068587;2;1;2;240.97418238;4
8068599;1;1;1;237.96927829;3
8068603;1;1;1;2479.8371622;2
8068603;2;1;2;2479.8371622;4
8068608;1;1;1;271.17220779;2
8068608;2;1;2;271.17220779;3
8068608;3;1;3;271.17220779;4
8068610;1;1;1;61.275797751;2
8068614;1;1;1;79.166462258;2
8068614;2;1;2;79.166462258;3
8068617;1;1;1;243.85274202;2
8068617;2;1;2;243.85274202;3
8068622;1;1;1;110.48367777;3
8068622;2;1;2;110.48367777;4
8068622;3;1;3;110.48367777;5
8068623;1;1;1;126.84550214;3
8068623;2;1;2;126.84550214;4
8068623;3;1;3;126.84550214;5
8068647;1;1;1;226.59100812;2
8068652;1;1;1;445.03742653;2
8068652;2;1;2;445.03742653;3
8068655;1;1;1;867.13179602;4
8068655;2;1;2;867.13179602;5
8068658;1;1;1;664.46389557;3
8068676;1;1;1;115.90718878;3
8068676;2;1;2;115.90718878;4
8068685;1;1;1;296.58010238;1
8068685;2;1;2;296.58010238;6
8068686;1;1;1;33.586873741;4
8068711;1;1;1;6.5052329542;3
8068719;1;1;1;7.2799000521;4
8068739;1;1;1;469.14472546;2
8068742;1;1;1;10.185127215;4
8068743;1;1;1;117.08043548;3
8068743;2;1;2;117.08043548;4
8068743;3;1;3;117.08043548;5
8068749;1;1;1;104.56658063;6
8068751;1;1;1;288.52505527;3
8068775;1;1;1;804.64223944;3
8068776;1;1;1;255.54279003;3
8068776;2;1;2;255.54279003;4
8068777;1;1;1;24.645985023;3
8068780;1;1;1;276.52852604;3
8068792;1;1;1;36.336427114;1
8068794;1;1;1;37.569787314;3
8068794;2;1;2;37.569787314;4
8068794;3;1;3;37.569787314;5
8068794;4;1;4;37.569787314;6
8068795;1;1;1;36.336427114;2
8068800;1;1;1;145.04239525;5
8068800;2;1;2;145.04239525;6
8068801;1;1;1;68.277762572;2
8068804;1;1;1;104.81378582;2
8068804;2;1;2;104.81378582;3
8068804;3;1;3;104.81378582;4
8068807;1;1;1;108.506372;4
8068812;1;1;1;51.60622933;2
8068822;1;1;1;158.22004893;2
8068825;1;1;1;26.374957681;3
8068829;1;1;1;189.80798841;3
8068831;1;1;1;237.88476979;2
8068831;2;1;2;237.88476979;3
8068855;1;1;1;55.324710017;3
8068865;1;1;1;205.54131408;2
8068882;1;1;1;203.83496439;2
8068883;1;1;1;73.275989064;4
8068884;1;1;1;135.48775034;3
8068898;1;1;1;99.685695788;2
8068900;1;1;1;107.00406275;5
8068900;2;1;2;107.00406275;6
8068906;1;1;1;71.290496654;3
8068913;1;1;1;95.03578031;3
8068950;1;1;1;2448.8238454;1
8069024;1;1;1;239.4707388;7
8069072;2;1;2;133.63933203;3
8069072;3;1;3;133.63933203;4
8069072;1;1;1;133.63933203;2
8069077;1;1;1;70.743518075;4
8069080;1;1;1;492.55726238;1
8069129;1;1;1;117.58425872;4
8069129;2;1;2;117.58425872;5
8069151;1;1;1;299.23452187;4
8069170;1;1;1;512.79336618;4
8069201;2;1;2;107.65743593;5
8069201;1;1;1;107.65743593;4
8069242;1;1;1;242.72835134;1
8069251;1;1;1;252.33482478;3
8069251;2;1;2;252.33482478;4
8069265;1;1;1;8.7649460165;4
8069265;2;1;2;8.7649460165;5
8069298;1;1;1;146.40179795;1
8069310;1;1;1;26.556090694;3
8069337;1;1;1;80.507838542;2
8069382;1;1;1;259.75071306;1
8069424;1;1;1;320.45841632;8
8069424;2;1;2;320.45841632;9
8069424;3;1;3;320.45841632;10
8069448;1;1;1;114.70514465;3
8069485;1;1;1;281.22487488;2
8069488;1;1;1;135.6789067;6
8069495;1;1;1;155.67221681;4
8069511;1;1;1;1184.5566138;2
8069525;1;1;1;178.43526087;4
8069604;1;1;1;76.601665024;3
8069604;2;1;2;76.601665024;4
8069616;1;1;1;43.818118875;3
8069616;2;1;2;43.818118875;4
8069643;1;1;1;232.84069419;3
8069688;1;1;1;39.008426202;2
8069697;1;1;1;195.59412137;2
8069787;1;1;1;215.55886217;3
8069787;2;1;2;215.55886217;4
8069787;3;1;3;215.55886217;5
8069861;1;1;1;51.148251981;2
8069872;1;1;1;255.41595064;4
8069954;1;1;1;17.297251866;1
8070011;1;1;1;237.40221831;5
8070128;1;1;1;433.98047919;2
8070148;1;1;1;35.257610608;4
8070148;2;1;2;35.257610608;5
8070187;1;1;1;183.79733457;4
8070197;1;1;1;83.739270057;3
8070197;2;1;2;83.739270057;4
8070208;1;1;1;172.95527013;3
8070228;1;1;1;79.177126632;2
8070228;2;1;2;79.177126632;3
8070240;1;1;1;58.425324496;4
8070290;1;1;1;218.20753114;3
8070372;1;1;1;87.821936794;3
8070374;1;1;1;74.989605968;3
8070389;1;1;1;57.557825654;5
8070389;2;1;2;57.557825654;6
8070393;1;1;1;98.477722669;2
8070393;2;1;2;98.477722669;3
8070400;1;1;1;680.65139253;4
8070401;1;1;1;97.369797049;2
8070401;2;1;2;97.369797049;3
8070405;1;1;1;177.91701402;3
8070413;1;1;1;74.308800524;2
8070420;1;1;1;768.58641973;4
8070443;1;1;1;36.900745714;2
8070443;2;1;2;36.900745714;3
8070467;1;1;1;210.63408752;3
8070467;2;1;2;210.63408752;4
8070467;3;1;3;210.63408752;5
8070469;1;1;1;56.31071101;2
8070481;1;1;1;269.83318605;4
8070500;1;1;1;66.412875755;3
8070500;2;1;2;66.412875755;4
8070500;3;1;3;66.412875755;5
8070506;1;1;1;119.8600028;3
8070522;1;1;1;314.5341755;4
8070528;1;1;1;39.901559177;2
8070556;1;1;1;18.786017685;3
8070556;2;1;2;18.786017685;4
8070556;3;1;3;18.786017685;5
8070557;1;1;1;124.78568433;2
8070557;2;1;2;124.78568433;3
8070557;3;1;3;124.78568433;4
8070568;1;1;1;13.455711121;1
8070580;1;1;1;262.84849682;2
8070609;1;1;1;115.30432528;3
8070657;1;1;1;221.67704483;3
8070669;1;1;1;37.853632657;1
8070694;1;1;1;190.3997735;4
8070732;1;1;1;117.10323841;4
8070732;2;1;2;117.10323841;5
8070735;1;1;1;78.036868977;5
8070738;1;1;1;138.46576969;3
8070744;1;1;1;93.312904413;4
8070772;1;1;1;89.516365622;3
8070774;1;1;1;148.36548418;3
8070774;2;1;2;148.36548418;4
8070774;3;1;3;148.36548418;5
8070775;1;1;1;73.999985975;2
8070775;2;1;2;73.999985975;3
8070775;3;1;3;73.999985975;4
8070789;1;1;1;80.010698001;3
8070795;1;1;1;122.94799826;2
8070818;1;1;1;83.884646629;3
8070846;1;1;1;120.66443714;2
8070852;1;1;1;74.780287202;2
8070852;2;1;2;74.780287202;3
8070865;1;1;1;609.75680149;3
8070870;1;1;1;67.328074908;2
8070870;2;1;2;67.328074908;3
8070890;1;1;1;121.78747159;5
8070890;2;1;2;121.78747159;6
8070894;1;1;1;54.029263058;2
8070908;1;1;1;130.68270861;3
8070925;1;1;1;102.71746821;4
8070955;1;1;1;160.67150138;4
8070957;1;1;1;94.648458552;3
8070965;1;1;1;341.99661041;2
8070975;1;1;1;226.4161612;3
8070975;2;1;2;226.4161612;4
8070989;1;1;1;130.68270861;3
8070994;1;1;1;139.61902291;1
8070996;1;1;1;26.016938357;3
8070996;2;1;2;26.016938357;4
8070999;1;1;1;217.31315776;3
8070999;2;1;2;217.31315776;4
8071011;1;1;1;266.24181818;3
8071011;2;1;2;266.24181818;4
8071013;1;1;1;150.1601653;3
8071035;1;1;1;60.254678772;4
8071039;1;1;1;42.779603676;4
8071080;2;1;2;196.91568526;4
8071080;3;1;3;196.91568526;5
8071080;1;1;1;196.91568526;3
8071086;1;1;1;176.8230778;4
8071086;2;1;2;176.8230778;2
8071087;1;1;1;220.29637975;6
8071091;1;1;1;80.803770369;2
8071091;2;1;2;80.803770369;3
8071091;3;1;3;80.803770369;4
8071092;1;1;1;222.71702086;3
8071106;1;1;1;136.89307817;1
8071106;2;1;2;136.89307817;2
8071107;1;1;1;93.860149269;3
8071107;2;1;2;93.860149269;4
8071110;1;1;1;64.925503408;3
8071163;1;1;1;114.22382653;6
8071170;1;1;1;119.40665031;3
8071185;1;1;1;929.57279811;3
8071185;2;1;2;929.57279811;4
8071190;1;1;1;36.666009603;2
8071191;1;1;1;89.797209964;2
8071193;1;1;1;29.709750253;3
8071193;2;1;2;29.709750253;4
8071231;1;1;1;139.36506321;2
8071238;1;1;1;204.10759914;5
8071243;1;1;1;33.496610908;4
8071244;1;1;1;58.649672373;2
8071244;2;1;2;58.649672373;4
8071278;1;1;1;290.15682436;3
8071286;1;1;1;255.52651565;5
8071286;2;1;2;255.52651565;6
8071292;1;1;1;201.12549523;3
8071293;1;1;1;60.924123819;3
8071295;1;1;1;53.144536853;1
8071300;1;1;1;156.99418393;3
8071301;1;1;1;117.83242509;2
8071308;1;1;1;174.14393556;3
8071353;1;1;1;17.392908306;3
8071369;1;1;1;254.24747641;3
8071369;2;1;2;254.24747641;4
8071369;3;1;3;254.24747641;5
8071419;1;1;1;154.73592359;2
8071425;1;1;1;25.78790299;3
8071445;1;1;1;54.744879904;3
8071453;1;1;1;107.41234478;2
8071453;2;1;2;107.41234478;3
8071462;1;1;1;28.190244765;3
8071465;1;1;1;1330.1985112;4
8071465;2;1;2;1330.1985112;5
8071471;1;1;1;88.055005846;3
8071481;1;1;1;85.952322018;3
8071488;1;1;1;62.93403029;3
8071490;1;1;1;29.08833635;4
8071500;1;1;1;39.426387121;3
8071503;1;1;1;73.088310516;4
8071518;1;1;1;44.652999674;3
8071528;1;1;1;305.07976225;3
8071566;1;1;1;184.53882915;3
8071566;2;1;2;184.53882915;4
8071566;3;1;3;184.53882915;5
8071602;1;1;1;170.62392946;3
8071603;1;1;1;322.36618467;5
8071616;1;1;1;72.704834153;3
8071636;1;1;1;20.339919954;3
8071652;1;1;1;207.37342931;1
8071659;1;1;1;68.108191147;3
8071674;1;1;1;132.17709584;2
8071679;1;1;1;160.36997939;3
8071686;1;1;1;67.108830405;3
8071686;2;1;2;67.108830405;4
8071694;1;1;1;49.734706961;3
8071706;1;1;1;76.095248843;2
8071717;1;1;1;146.83531871;3
8071718;1;1;1;196.93121094;3
8071718;2;1;2;196.93121094;4
8071718;3;1;3;196.93121094;5
8071718;4;1;4;196.93121094;6
8071722;1;1;1;7.948570673;4
8071746;1;1;1;58.976549103;3
8071746;2;1;2;58.976549103;4
8071747;1;1;1;24.545284385;3
8071756;1;1;1;79.875541947;3
8071756;2;1;2;79.875541947;4
8071773;1;1;1;25.182910642;1
8071784;1;1;1;109.20468069;1
8071794;1;1;1;165.73020515;5
8071794;2;1;2;165.73020515;6
8071794;3;1;3;165.73020515;7
8071804;1;1;1;220.68657423;3
8071804;2;1;2;220.68657423;4
8071804;3;1;3;220.68657423;5
8071806;1;1;1;15.231194978;3
8071806;2;1;2;15.231194978;4
8071824;1;1;1;310.79795324;3
8071824;2;1;2;310.79795324;4
8071824;3;1;3;310.79795324;5
8071839;1;1;1;40.993968255;2
8071850;1;1;1;198.27487572;4
8071887;1;1;1;35.230579155;3
8071887;2;1;2;35.230579155;4
8071891;1;1;1;26.016938357;4
8071910;1;1;1;252.29924201;5
8071925;1;1;1;13.977327675;2
8071981;1;1;1;157.14707648;2
8071983;1;1;1;13.457037069;3
8071983;2;1;2;13.457037069;4
8071984;1;1;1;120.18812186;3
8072000;1;1;1;177.35790499;2
8072000;2;1;2;177.35790499;3
8072009;1;1;1;21.439970602;5
8072030;1;1;1;171.34618346;3
8072032;1;1;1;21.00702533;3
8072087;1;1;1;126.6427747;2
8072098;1;1;1;257.72386196;3
8072098;2;1;2;257.72386196;4
8072115;1;1;1;154.67155064;2
8072134;1;1;1;573.27487509;3
8072144;1;1;1;7.339432218;3
8072161;1;1;1;229.27624025;3
8072161;2;1;2;229.27624025;4
8072163;1;1;1;99.623705974;3
8072163;2;1;2;99.623705974;4
8072173;1;1;1;294.63860964;3
8072195;1;1;1;93.765937677;3
8072214;1;1;1;93.765937677;4
8072260;1;1;1;18.46635099;4
8072262;1;1;1;265.11044681;1
8072262;2;1;2;265.11044681;2
8072311;1;1;1;90.686313481;6
8072311;2;1;2;90.686313481;7
8072311;3;1;3;90.686313481;8
8072324;1;1;1;137.18461131;4
8072324;2;1;2;137.18461131;5
8072329;1;1;1;275.75048261;4
8072343;1;1;1;76.253455765;3
8072343;2;1;2;76.253455765;4
8072344;1;1;1;61.726408692;3
8072344;2;1;2;61.726408692;4
8072347;1;1;1;237.96419498;4
8072347;2;1;2;237.96419498;5
8072361;1;1;1;72.71765674;6
8072363;1;1;1;163.06629229;3
8072363;2;1;2;163.06629229;4
8072365;1;1;1;75.350313895;4
8072381;1;1;1;115.87034644;2
8072383;1;1;1;130.79629684;3
8072405;1;1;1;209.42486477;3
8072406;1;1;1;90.887180511;4
8072406;2;1;2;90.887180511;5
8072410;1;1;1;197.35884903;2
8072422;1;1;1;80.85822264;3
8072424;1;1;1;249.57981608;5
8072424;2;1;2;249.57981608;6
8072435;1;1;1;54.708177657;2
8072435;2;1;2;54.708177657;3
8072470;1;1;1;74.236687532;3
8072480;1;1;1;147.63287161;5
8072484;1;1;1;219.06648648;2
8072508;1;1;1;282.55757161;2
8072511;1;1;1;23.239097066;3
8072515;2;1;2;27.036877541;6
8072515;1;1;1;27.036877541;5
8072526;1;1;1;26.682397668;4
8072528;1;1;1;42.692797299;10
8072540;1;1;1;278.92693059;3
8072540;2;1;2;278.92693059;4
8072547;1;1;1;58.532103364;3
8072559;1;1;1;19.697187025;2
8072559;2;1;2;19.697187025;3
8072590;1;1;1;476.86408062;3
8072590;2;1;2;476.86408062;4
8072590;3;1;3;476.86408062;5
8072611;1;1;1;27.699526485;3
8072611;2;1;2;27.699526485;4
8072617;1;1;1;207.36937479;3
8072617;2;1;2;207.36937479;5
8072617;3;1;3;207.36937479;6
8072621;1;1;1;241.61877295;2
8072632;1;1;1;29.080602617;3
8072658;1;1;1;111.71872587;2
8072658;2;1;2;111.71872587;3
8072661;1;1;1;136.10337243;6
8072664;1;1;1;123.26473514;4
8072689;1;1;1;14.878131045;2
8072689;2;1;2;14.878131045;3
8072690;1;1;1;13.548014441;3
8072700;1;1;1;172.18033804;3
8072711;1;1;1;12.446378379;4
8072711;2;1;2;12.446378379;5
8072714;1;1;1;6.0459855114;3
8072720;1;1;1;143.88797895;3
8072736;1;1;1;91.384815179;6
8072757;1;1;1;91.110562948;2
8072757;2;1;2;91.110562948;4
8072773;1;1;1;18.878823869;3
8072773;2;1;2;18.878823869;4
8072773;3;1;3;18.878823869;5
8072781;1;1;1;31.199565684;2
8072800;1;1;1;42.490001926;4
8072803;1;1;1;15.972441912;2
8072806;2;1;2;43.501824822;4
8072806;1;1;1;43.501824822;3
8072808;1;1;1;97.254608497;3
8072808;2;1;2;97.254608497;4
8072808;3;1;3;97.254608497;5
8072824;1;1;1;11.052817263;2
8072824;2;1;2;11.052817263;3
8072840;1;1;1;9.2518833508;3
8072840;2;1;2;9.2518833508;4
8072843;1;1;1;18.396892943;2
8072843;2;1;2;18.396892943;3
8072843;3;1;3;18.396892943;4
8072856;1;1;1;9.6957224755;2
8072856;2;1;2;9.6957224755;4
8072864;1;1;1;37.267989266;3
8072864;2;1;2;37.267989266;4
8072865;1;1;1;27.655999942;1
8072884;1;1;1;11.107750493;3
8072898;1;1;1;9.1525228082;3
8072918;1;1;1;443.50195659;3
8072968;1;1;1;286.28982547;4
8161161;1;1;1;227.46996537;3
8161161;2;1;2;227.46996537;6
8161166;1;1;1;28.072967289;4
8161166;2;1;2;28.072967289;5
8161199;1;1;1;457.13276458;1
8161199;2;1;2;457.13276458;2
8161207;1;1;1;12.108076306;1
8161216;1;1;1;94.174463898;3
8161216;2;1;2;94.174463898;4
8161216;3;1;3;94.174463898;5
8161216;4;1;4;94.174463898;6
8161233;1;1;1;143.8818647;3
8161270;1;1;1;84.422169003;6
8161341;1;1;1;51.90881384;1
8161344;1;1;1;135.45206847;3
8161351;1;1;1;49.161926915;2
8161379;1;1;1;110.48362295;4
8161385;1;1;1;77.033918151;3
8161398;1;1;1;20.288974371;3
8161398;2;1;2;20.288974371;4
8161398;3;1;3;20.288974371;5
8161411;1;1;1;85.785025506;3
8161411;2;1;2;85.785025506;4
8161420;1;1;1;220.88155479;3
8161478;1;1;1;464.53583704;2
8161478;2;1;2;464.53583704;3
8161478;3;1;3;464.53583704;4
8161491;1;1;1;97.527297645;5
8161491;2;1;2;97.527297645;6
8161512;1;1;1;434.48085417;4
8161512;2;1;2;434.48085417;5
8161512;3;1;3;434.48085417;6
8161526;1;1;1;70.654095024;5
8161526;2;1;2;70.654095024;6
8161527;1;1;1;29.559822621;2
8161527;2;1;2;29.559822621;3
8161531;1;1;1;99.633928487;4
8161531;2;1;2;99.633928487;5
8161531;3;1;3;99.633928487;6
8161546;1;1;1;89.284372346;2
8161547;1;1;1;98.687320479;2
8161553;1;1;1;50.07692221;2
8161553;2;1;2;50.07692221;3
8161553;3;1;3;50.07692221;4
8161558;1;1;1;48.575497365;2
8161559;1;1;1;67.743577915;3
8161561;1;1;1;30.685548808;5
8161563;1;1;1;62.155364093;1
8161565;1;1;1;41.701537807;4
8161571;1;1;1;52.306677699;3
8161592;1;1;1;1058.443428;4
8161599;1;1;1;134.51464369;3
8161599;2;1;2;134.51464369;4
8161603;1;1;1;104.05865342;3
8161606;1;1;1;35.759689704;3
8161606;2;1;2;35.759689704;4
8161617;1;1;1;66.156569196;3
8161617;2;1;2;66.156569196;4
8161638;1;1;1;148.14175382;1
8161651;1;1;1;76.210225893;2
8161651;2;1;2;76.210225893;3
8161656;1;1;1;86.116608663;3
8161656;2;1;2;86.116608663;4
8161658;1;1;1;374.04970008;3
8161658;2;1;2;374.04970008;5
8161673;1;1;1;55.169607265;4
8161674;1;1;1;34.408213155;2
8161674;2;1;2;34.408213155;3
8161693;1;1;1;87.848602873;4
8161693;2;1;2;87.848602873;5
8161694;1;1;1;101.36158882;3
8161704;1;1;1;93.702224628;3
8161704;2;1;2;93.702224628;4
8161709;1;1;1;66.476991701;2
8161709;2;1;2;66.476991701;3
8161746;1;1;1;11.739526352;1
8161757;1;1;1;3.4941443424;2
8161763;1;1;1;278.87344675;3
8161763;2;1;2;278.87344675;4
8161765;1;1;1;94.27994784;1
8161826;1;1;1;54.030889278;3
8161838;1;1;1;245.59631772;3
8161863;1;1;1;1492.9261617;4
8161863;2;1;2;1492.9261617;5
8161868;1;1;1;26.628563147;3
8161910;1;1;1;106.11822666;3
8161910;2;1;2;106.11822666;4
8161916;1;1;1;9.0360499861;5
8161916;2;1;2;9.0360499861;3
8161925;1;1;1;33.918723039;3
8161943;1;1;1;6.0131726997;3
8161943;2;1;2;6.0131726997;4
8161945;1;1;1;3.1447299082;3
8161960;1;1;1;9.8396895847;8
8161960;2;1;2;9.8396895847;9
8161978;1;1;1;110.71537644;3
8161978;2;1;2;110.71537644;4
8161978;3;1;3;110.71537644;5
8161984;5;1;5;91.113580393;7
8161984;1;1;1;91.113580393;3
8161984;2;1;2;91.113580393;4
8161984;3;1;3;91.113580393;5
8161984;4;1;4;91.113580393;6
8161986;1;1;1;119.20402197;6
8161986;2;1;2;119.20402197;7
8162004;1;1;1;3.4941443424;3
8162004;2;1;2;3.4941443424;4
8162005;1;1;1;40.60553198;3
8162016;1;1;1;80.118408761;3
8162016;2;1;2;80.118408761;4
8162020;1;1;1;51.408259896;3
8162040;1;1;1;75.40700039;1
8162040;2;1;2;75.40700039;2
8162093;1;1;1;87.705240872;3
8162100;1;1;1;41.752527669;3
8162100;2;1;2;41.752527669;4
8162104;1;1;1;3.1447299082;4
8162108;1;1;1;320.4138598;5
8162168;1;1;1;341.89352382;1
8162199;1;1;1;99.91404815;2
8162203;1;1;1;115.73776476;3
8162203;2;1;2;115.73776476;4
8162242;1;1;1;232.60436968;4
8162242;2;1;2;232.60436968;5
8162262;1;1;1;22.823048961;3
8162283;1;1;1;43.16750765;1
8162296;1;1;1;325.34786541;2
8162296;2;1;2;325.34786541;3
8162360;1;1;1;55.947702213;3
8162363;1;1;1;44.569484524;3
8162363;2;1;2;44.569484524;4
8162504;1;1;1;168.60255549;2
8162531;1;1;1;7.3548421035;3
8162552;1;1;1;181.03925354;4
8162570;1;1;1;6.360189027;4
8162642;1;1;1;106.03964565;6
8162642;2;1;2;106.03964565;7
8162642;3;1;3;106.03964565;8
8162691;1;1;1;42.857909826;3
8162691;2;1;2;42.857909826;4
8162692;1;1;1;17.520427029;3
8162710;1;1;1;93.861817629;3
8162717;1;1;1;36.765122169;3
8162719;1;1;1;33.948377963;1
8162720;1;1;1;77.320228646;3
8162720;2;1;2;77.320228646;4
8162721;1;1;1;56.548051192;3
8162733;1;1;1;142.40190738;4
8162740;1;1;1;19.500794813;3
8162751;1;1;1;186.57058881;5
8162763;1;1;1;1108.9981059;7
8162811;1;1;1;90.756437308;6
8162826;1;1;1;25.62678549;3
8162828;1;1;1;34.953913419;3
8162835;1;1;1;227.80202767;3
8162836;1;1;1;74.821022384;3
8162836;2;1;2;74.821022384;4
8162842;1;1;1;56.221609487;3
8162852;1;1;1;23.669061811;3
8162852;2;1;2;23.669061811;4
8162872;1;1;1;265.32216947;3
8162872;2;1;2;265.32216947;4
8162872;3;1;3;265.32216947;5
8162880;1;1;1;329.92712469;3
8162880;2;1;2;329.92712469;4
8162897;1;1;1;23.99951525;3
8162897;2;1;2;23.99951525;5
8162905;1;1;1;197.73225927;3
8162905;2;1;2;197.73225927;4
8162913;1;1;1;19.418621867;4
8163010;1;1;1;146.44342409;4
8163010;2;1;2;146.44342409;11
8163010;3;1;3;146.44342409;13
8163011;1;1;1;47.558384586;3
8163014;1;1;1;89.982084836;4
8163016;1;1;1;32.401115514;1
8163028;1;1;1;51.686795939;3
8163028;2;1;2;51.686795939;4
8163031;1;1;1;52.220536742;4
8163042;1;1;1;56.629472848;3
8163045;1;1;1;240.11258134;2
8163072;1;1;1;122.54045834;4
8163072;2;1;2;122.54045834;5
8163074;1;1;1;172.38451385;3
8163074;2;1;2;172.38451385;4
8163083;1;1;1;60.309671551;3
8163084;1;1;1;41.438585059;4
8163108;1;1;1;56.752492907;2
8163108;2;1;2;56.752492907;3
8163117;1;1;1;128.21053979;2
8163120;1;1;1;191.21171205;4
8163136;1;1;1;92.793179086;5
8163136;2;1;2;92.793179086;8
8163141;1;1;1;143.18254412;4
8163146;1;1;1;96.354883115;3
8163166;1;1;1;70.606413812;4
8163179;1;1;1;121.43049997;1
8163180;1;1;1;67.915988013;2
8163243;1;1;1;6.0867153999;2
8163244;1;1;1;240.6488353;4
8163267;1;1;1;4.8530082267;10
8163288;1;1;1;46.917063359;2
8163290;1;1;1;113.90334405;3
8163290;2;1;2;113.90334405;4
8163290;3;1;3;113.90334405;5
8163294;1;1;1;95.302245484;3
8163294;2;1;2;95.302245484;4
8163315;1;1;1;105.3331181;3
8163339;1;1;1;91.275336557;4
8163340;1;1;1;79.836736267;5
8163347;1;1;1;48.189589458;2
8163347;2;1;2;48.189589458;3
8163354;1;1;1;98.827943645;3
8163358;1;1;1;85.782762953;3
8163358;2;1;2;85.782762953;4
8163376;1;1;1;121.96865684;3
8163412;1;1;1;50.778868792;7
8163425;1;1;1;400.37209743;3
8163449;1;1;1;11.395442237;7
8163453;1;1;1;34.58350801;3
8163472;1;1;1;279.97472005;2
8163517;1;1;1;28.000380978;2
8163518;1;1;1;68.55322805;3
8163530;1;1;1;33.183677807;2
8163537;1;1;1;225.03293513;4
8163543;1;1;1;68.84243894;2
8163551;1;1;1;20.60224508;5
8163551;2;1;2;20.60224508;6
8163558;1;1;1;546.3470949;3
8163558;2;1;2;546.3470949;4
8163558;3;1;3;546.3470949;5
8163568;1;1;1;130.25474166;4
8163573;1;1;1;183.30568369;3
8163582;1;1;1;8.0773699186;3
8163582;2;1;2;8.0773699186;8
8163605;1;1;1;195.33851849;3
8163620;1;1;1;133.49074399;3
8163620;2;1;2;133.49074399;4
8163620;3;1;3;133.49074399;5
8163683;1;1;1;31.711491468;2
8163715;1;1;1;35.261574436;3
8163715;2;1;2;35.261574436;4
8163716;1;1;1;163.65392742;3
8163716;2;1;2;163.65392742;4
8163719;1;1;1;45.671465715;1
8163719;2;1;2;45.671465715;2
8163727;1;1;1;63.248479418;3
8163729;1;1;1;296.76543561;3
8163734;1;1;1;277.2367193;5
8163741;1;1;1;39.442553223;3
8163742;1;1;1;86.730088307;2
8163746;1;1;1;207.30177157;4
8163776;1;1;1;149.92764484;3
8163776;2;1;2;149.92764484;4
8163779;1;1;1;139.35265088;3
8163836;1;1;1;143.48942946;2
8163836;2;1;2;143.48942946;3
8163868;1;1;1;55.38409135;3
8163869;1;1;1;60.834015086;4
8163869;2;1;2;60.834015086;5
8163879;1;1;1;31.272488731;2
8163901;1;1;1;35.629030426;2
8163901;2;1;2;35.629030426;3
8163910;1;1;1;49.702414346;4
8163947;1;1;1;363.63849005;1
8163947;2;1;2;363.63849005;5
8163997;1;1;1;575.86914502;3
8164000;1;1;1;24.482576388;2
8164014;1;1;1;161.38418568;3
8164016;1;1;1;53.390754389;3
8164018;1;1;1;586.28753925;2
8164098;1;1;1;77.29927519;3
8164098;2;1;2;77.29927519;4
8164110;1;1;1;53.817303889;3
8164110;2;1;2;53.817303889;4
8164152;1;1;1;41.351352493;3
8164186;1;1;1;213.81179932;4
8164196;1;1;1;200.21470386;3
8164200;1;1;1;32.287122644;3
8164201;1;1;1;52.049606887;3
8164201;2;1;2;52.049606887;4
8164203;1;1;1;16.400956568;3
8164216;1;1;1;141.32690107;4
8164219;1;1;1;148.50628872;4
8164219;2;1;2;148.50628872;5
8164239;1;1;1;154.93721278;2
8164251;1;1;1;68.648814827;3
8164262;1;1;1;154.93721278;2
8164276;1;1;1;163.59578009;3
8164276;2;1;2;163.59578009;4
8164279;1;1;1;140.10754214;3
8164279;2;1;2;140.10754214;4
8164281;1;1;1;252.9388053;2
8164284;1;1;1;139.02131767;4
8164288;1;1;1;35.47070289;2
8164308;1;1;1;177.35790499;2
8164308;2;1;2;177.35790499;3
8164318;1;1;1;95.765283154;2
8164318;2;1;2;95.765283154;3
8164326;1;1;1;174.4927699;3
8164326;2;1;2;174.4927699;5
8164339;1;1;1;291.49732498;2
8164353;1;1;1;94.723732611;4
8164371;1;1;1;122.51276322;2
8164385;1;1;1;47.846722679;2
8164402;1;1;1;152.36818795;2
8164402;2;1;2;152.36818795;3
8164419;1;1;1;122.51276322;2
8164471;1;1;1;71.290496654;3
8164559;1;1;1;139.40674597;4
8164559;2;1;2;139.40674597;5
8164559;3;1;3;139.40674597;6
8164559;4;1;4;139.40674597;7
8164559;5;1;5;139.40674597;8
8164588;1;1;1;692.50470375;5
8164600;1;1;1;153.21635734;3
8164600;2;1;2;153.21635734;4
8164622;1;1;1;150.02028984;2
